datetime	Q_tot	Q_turb	Q_spillsluice
03-03-1982	 5513	 5513	    0
03-04-1982	 7123	 7123	    0
03-05-1982	 7251	 7251	    0
03-06-1982	 6451	 6451	    0
03-07-1982	 6602	 6602	    0
03-08-1982	 7876	 7876	    0
03-09-1982	 2281	 2281	    0
03-10-1982	    0	    0	    0
03-11-1982	 4644	 4644	    0
03-12-1982	 6706	 6706	    0
03-13-1982	 6880	 6880	    0
03-14-1982	 7100	 7100	    0
03-15-1982	 5200	 5200	    0
03-16-1982	 6880	 6880	    0
03-17-1982	 4946	 4946	    0
03-18-1982	10621	10621	    0
03-19-1982	10471	10471	    0
03-20-1982	 1819	 1819	    0
03-21-1982	 2224	 2224	    0
03-22-1982	 4969	 4969	    0
03-23-1982	 1842	 1842	    0
03-24-1982	 4379	 4379	    0
03-25-1982	 4533	 4533	    0
03-26-1982	 3729	 3729	    0
03-27-1982	 3602	 3602	    0
03-28-1982	 2467	 2467	    0
03-29-1982	 9417	 9417	    0
03-30-1982	 3590	 3590	    0
03-31-1982	 5258	 5258	    0
04-01-1982	 5259	 5259	    0
04-02-1982	 3556	 3556	    0
04-03-1982	 3058	 3058	    0
04-04-1982	 2513	 2513	    0
04-05-1982	 8467	 8467	    0
04-06-1982	 8027	 8027	    0
04-07-1982	 5675	 5675	    0
04-08-1982	 6312	 6312	    0
04-09-1982	 1969	 1969	    0
04-10-1982	 1672	 1672	    0
04-11-1982	 1876	 1876	    0
04-12-1982	 1737	 1737	    0
04-13-1982	 1100	 1100	    0
04-14-1982	 1146	 1146	    0
04-15-1982	 1042	 1042	    0
04-16-1982	 1366	 1366	    0
04-17-1982	 1123	 1123	    0
04-18-1982	 1088	 1088	    0
04-19-1982	 1227	 1227	    0
04-20-1982	 1251	 1251	    0
04-21-1982	 1065	 1065	    0
04-22-1982	 1030	 1030	    0
04-23-1982	 1054	 1054	    0
04-24-1982	 1054	 1054	    0
04-25-1982	 1054	 1054	    0
04-26-1982	  973	  973	    0
04-27-1982	    0	    0	    0
04-28-1982	 1088	 1088	    0
04-29-1982	 1077	 1077	    0
04-30-1982	  996	  996	    0
05-01-1982	 1285	 1285	    0
05-02-1982	 1471	 1471	    0
05-03-1982	 1042	 1042	    0
05-04-1982	 1227	 1227	    0
05-05-1982	 1054	 1054	    0
05-06-1982	 1019	 1019	    0
05-07-1982	 1054	 1054	    0
05-08-1982	  903	  903	    0
05-09-1982	 1066	 1066	    0
05-10-1982	 1158	 1158	    0
05-11-1982	  868	  868	    0
05-12-1982	  752	  752	    0
05-13-1982	  660	  660	    0
05-14-1982	  764	  764	    0
05-15-1982	  683	  683	    0
05-16-1982	  671	  671	    0
05-17-1982	 1540	 1540	    0
05-18-1982	 1540	 1540	    0
05-19-1982	 1819	 1819	    0
05-20-1982	 1865	 1865	    0
05-21-1982	 1865	 1865	    0
05-22-1982	 1911	 1911	    0
05-23-1982	 1992	 1992	    0
05-24-1982	 2155	 2155	    0
05-25-1982	 2062	 2062	    0
05-26-1982	 1703	 1703	    0
05-27-1982	 1193	 1193	    0
05-28-1982	    0	    0	    0
05-29-1982	    0	    0	    0
05-30-1982	    0	    0	    0
05-31-1982	    0	    0	    0
06-01-1982	    0	    0	    0
06-02-1982	    0	    0	    0
06-03-1982	    0	    0	    0
06-04-1982	    0	    0	    0
06-05-1982	    0	    0	    0
06-06-1982	    0	    0	    0
06-07-1982	 3104	 3104	    0
06-08-1982	 2247	 2247	    0
06-09-1982	 3000	 3000	    0
06-10-1982	 3721	 3721	    0
06-11-1982	 4969	 4969	    0
06-12-1982	 2455	 2455	    0
06-13-1982	    0	    0	    0
06-14-1982	 5529	 5529	    0
06-15-1982	 4018	 4018	    0
06-16-1982	 2907	 2907	    0
06-17-1982	 4767	 4767	    0
06-18-1982	 4587	 4587	    0
06-19-1982	 2339	 2339	    0
06-20-1982	 2363	 2363	    0
06-21-1982	 4042	 4042	    0
06-22-1982	 5536	 5536	    0
06-23-1982	 4227	 4227	    0
06-24-1982	 8038	 8038	    0
06-25-1982	 6509	 6509	    0
06-26-1982	 2513	 2513	    0
06-27-1982	 2363	 2363	    0
06-28-1982	 4262	 4262	    0
06-29-1982	 4448	 4448	    0
06-30-1982	 5119	 5119	    0
07-01-1982	 3197	 3197	    0
07-02-1982	 4432	 4432	    0
07-03-1982	 2861	 2861	    0
07-04-1982	 2792	 2792	    0
07-05-1982	 4795	 4795	    0
07-06-1982	 8027	 8027	    0
07-07-1982	 8096	 8096	    0
07-08-1982	 8178	 8178	    0
07-09-1982	 7390	 7390	    0
07-10-1982	 6475	 6475	    0
07-11-1982	 5768	 5768	    0
07-12-1982	 8131	 8131	    0
07-13-1982	 7899	 7899	    0
07-14-1982	 8444	 8444	    0
07-15-1982	 8096	 8096	    0
07-16-1982	 8328	 8328	    0
07-17-1982	 4830	 4830	    0
07-18-1982	 5027	 5027	    0
07-19-1982	 8490	 8490	    0
07-20-1982	 8386	 8386	    0
07-21-1982	 8455	 8455	    0
07-22-1982	 7262	 7262	    0
07-23-1982	 8455	 8455	    0
07-24-1982	 2409	 2409	    0
07-25-1982	 3845	 3845	    0
07-26-1982	 8513	 8513	    0
07-27-1982	 8629	 8629	    0
07-28-1982	 8594	 8594	    0
07-29-1982	 8675	 8675	    0
07-30-1982	 8768	 8768	    0
07-31-1982	 2351	 2351	    0
08-01-1982	    0	    0	    0
08-02-1982	 5895	 5895	    0
08-03-1982	10112	10112	    0
08-04-1982	 9035	 9035	    0
08-05-1982	10309	10309	    0
08-06-1982	 9869	 9869	    0
08-07-1982	 5815	 5815	    0
08-08-1982	 3996	 3996	    0
08-09-1982	 4923	 4923	    0
08-10-1982	 9939	 9939	    0
08-11-1982	 8699	 8699	    0
08-12-1982	 9602	 9602	    0
08-13-1982	 9336	 9336	    0
08-14-1982	 7239	 7239	    0
08-15-1982	 4065	 4065	    0
08-16-1982	 9695	 9695	    0
08-17-1982	 7007	 7007	    0
08-18-1982	  996	  996	    0
08-19-1982	  996	  996	    0
08-20-1982	 7784	 7784	    0
08-21-1982	 4680	 4680	    0
08-22-1982	 4100	 4100	    0
08-23-1982	 9255	 9255	    0
08-24-1982	 9289	 9289	    0
08-25-1982	 9278	 9278	    0
08-26-1982	 9289	 9289	    0
08-27-1982	 9463	 9463	    0
08-28-1982	 4054	 4054	    0
08-29-1982	 3532	 3532	    0
08-30-1982	 7471	 7471	    0
08-31-1982	 7285	 7285	    0
09-01-1982	 4702	 4702	    0
09-02-1982	 1216	 1216	    0
09-03-1982	 1505	 1505	    0
09-04-1982	 4517	 4517	    0
09-05-1982	 2814	 2814	    0
09-06-1982	 3127	 3127	    0
09-07-1982	 3081	 3081	    0
09-08-1982	 2433	 2433	    0
09-09-1982	 8143	 8143	    0
09-10-1982	 7911	 7911	    0
09-11-1982	 8062	 8062	    0
09-12-1982	 8085	 8085	    0
09-13-1982	 6799	 6799	    0
09-14-1982	 6926	 6926	    0
09-15-1982	 8363	 8363	    0
09-16-1982	 7900	 7900	    0
09-17-1982	 7865	 7865	    0
09-18-1982	 6834	 6834	    0
09-19-1982	 4309	 4309	    0
09-20-1982	 7899	 7899	    0
09-21-1982	 7691	 7691	    0
09-22-1982	 7818	 7818	    0
09-23-1982	 7911	 7911	    0
09-24-1982	 8073	 8073	    0
09-25-1982	 5038	 5038	    0
09-26-1982	 5085	 5085	    0
09-27-1982	 8085	 8085	    0
09-28-1982	 7841	 7841	    0
09-29-1982	 8270	 8270	    0
09-30-1982	 8015	 8015	    0
10-01-1982	 8131	 8131	    0
10-02-1982	 7899	 7899	    0
10-03-1982	 6394	 6394	    0
10-04-1982	 7228	 7228	    0
10-05-1982	 7262	 7262	    0
10-06-1982	 7401	 7401	    0
10-07-1982	 7575	 7575	    0
10-08-1982	 8245	 8245	    0
10-09-1982	 6533	 6533	    0
10-10-1982	 5328	 5328	    0
10-11-1982	 4795	 4795	    0
10-12-1982	 5351	 5351	    0
10-13-1982	 2942	 2942	    0
10-14-1982	 5421	 5421	    0
10-15-1982	 5513	 5513	    0
10-16-1982	 4123	 4123	    0
10-17-1982	 4366	 4366	    0
10-18-1982	 5502	 5502	    0
10-19-1982	 5409	 5409	    0
10-20-1982	 5455	 5455	    0
10-21-1982	 5641	 5641	    0
10-22-1982	 8849	 8849	    0
10-23-1982	 5606	 5606	    0
10-24-1982	 4529	 4529	    0
10-25-1982	 5583	 5583	    0
10-26-1982	 5606	 5606	    0
10-27-1982	 5513	 5513	    0
10-28-1982	 5571	 5571	    0
10-29-1982	 5583	 5583	    0
10-30-1982	 5872	 5872	    0
10-31-1982	 5942	 5942	    0
11-01-1982	 6289	 6289	    0
11-02-1982	 6903	 6903	    0
11-03-1982	 8467	 8467	    0
11-04-1982	 5687	 5687	    0
11-05-1982	 5930	 5930	    0
11-06-1982	 4031	 4031	    0
11-07-1982	 2745	 2745	    0
11-08-1982	 6591	 6591	    0
11-09-1982	 7413	 7413	    0
11-10-1982	 8317	 8317	    0
11-11-1982	 8421	 8421	    0
11-12-1982	 8432	 8432	    0
11-13-1982	 8154	 8154	    0
11-14-1982	 8328	 8328	    0
11-15-1982	 9776	 9776	    0
11-16-1982	 9556	 9556	    0
11-17-1982	 8606	 8606	    0
11-18-1982	 1841	 1841	    0
11-19-1982	  961	  961	    0
11-20-1982	  695	  695	    0
11-21-1982	  845	  845	    0
11-22-1982	  544	  544	    0
11-23-1982	  753	  753	    0
11-24-1982	 4239	 4239	    0
11-25-1982	  695	  695	    0
11-26-1982	  613	  613	    0
11-27-1982	  509	  509	    0
11-28-1982	  532	  532	    0
11-29-1982	 2050	 2050	    0
11-30-1982	 2212	 2212	    0
12-01-1982	    0	    0	    0
12-02-1982	    0	    0	    0
12-03-1982	 1934	 1934	    0
12-04-1982	  937	  937	    0
12-05-1982	 6255	 6255	    0
12-06-1982	 6695	 6695	    0
12-07-1982	 6197	 6197	    0
12-08-1982	 6139	 6139	    0
12-09-1982	 6266	 6266	    0
12-10-1982	 6197	 6197	    0
12-11-1982	 8050	 8050	    0
12-12-1982	 7482	 7482	    0
12-13-1982	 9984	 9984	    0
12-14-1982	 9660	 9660	    0
12-15-1982	 9683	 9683	    0
12-16-1982	 9787	 9787	    0
12-17-1982	 9764	 9764	    0
12-18-1982	 9579	 9579	    0
12-19-1982	 9614	 9614	    0
12-20-1982	10842	10842	    0
12-21-1982	12984	12984	    0
12-22-1982	13216	13216	    0
12-23-1982	13877	13877	    0
12-24-1982	11247	11247	    0
12-25-1982	10449	10449	    0
12-26-1982	11537	11537	    0
12-27-1982	 6742	 6742	    0
12-28-1982	 6996	 6996	    0
12-29-1982	 7205	 7205	    0
12-30-1982	12360	12360	    0
12-31-1982	12683	12683	    0
01-01-1983	12556	12556	    0
01-02-1983	11351	11351	    0
01-03-1983	13054	13054	    0
01-04-1983	13471	13471	    0
01-05-1983	10123	10123	    0
01-06-1983	 9162	 9162	    0
01-07-1983	 7494	 7494	    0
01-08-1983	 5073	 5073	    0
01-09-1983	 4621	 4621	    0
01-10-1983	 7367	 7367	    0
01-11-1983	12127	12127	    0
01-12-1983	12313	12313	    0
01-13-1983	 9208	 9208	    0
01-14-1983	 6440	 6440	    0
01-15-1983	10008	10008	    0
01-16-1983	 9741	 9741	    0
01-17-1983	10135	10135	    0
01-18-1983	12347	12347	    0
01-19-1983	12718	12718	    0
01-20-1983	10031	10031	    0
01-21-1983	 5386	 5386	    0
01-22-1983	 3973	 3973	    0
01-23-1983	 3845	 3845	    0
01-24-1983	 8583	 8583	    0
01-25-1983	 7668	 7668	    0
01-26-1983	 6880	 6880	    0
01-27-1983	 7332	 7332	    0
01-28-1983	 7552	 7552	    0
01-29-1983	 3312	 3312	    0
01-30-1983	 3046	 3046	    0
01-31-1983	 5120	 5120	    0
02-01-1983	 4668	 4668	    0
02-02-1983	   23	   23	    0
02-03-1983	 1958	 1958	    0
02-04-1983	 2490	 2490	    0
02-05-1983	 1610	 1610	    0
02-06-1983	    0	    0	    0
02-07-1983	 3127	 3127	    0
02-08-1983	 4309	 4309	    0
02-09-1983	 3602	 3602	    0
02-10-1983	 4031	 4031	    0
02-11-1983	 3602	 3602	    0
02-12-1983	    0	    0	    0
02-13-1983	    0	    0	    0
02-14-1983	 5061	 5061	    0
02-15-1983	 6046	 6046	    0
02-16-1983	 5548	 5548	    0
02-17-1983	 5270	 5270	    0
02-18-1983	 5455	 5455	    0
02-19-1983	 2386	 2386	    0
02-20-1983	 2363	 2363	    0
02-21-1983	 8455	 8455	    0
02-22-1983	 8641	 8641	    0
02-23-1983	 7343	 7343	    0
02-24-1983	 4216	 4216	    0
02-25-1983	 3660	 3660	    0
02-26-1983	 2594	 2594	    0
02-27-1983	 1482	 1482	    0
02-28-1983	 3648	 3648	    0
03-01-1983	 2200	 2200	    0
03-02-1983	 1841	 1841	    0
03-03-1983	 1783	 1783	    0
03-04-1983	 1969	 1969	    0
03-05-1983	 1262	 1262	    0
03-06-1983	    0	    0	    0
03-07-1983	    0	    0	    0
03-08-1983	    0	    0	    0
03-09-1983	 4065	 4065	    0
03-10-1983	 1054	 1054	    0
03-11-1983	  961	  961	    0
03-12-1983	    0	    0	    0
03-13-1983	    0	    0	    0
03-14-1983	  973	  973	    0
03-15-1983	    0	    0	    0
03-16-1983	 4818	 4818	    0
03-17-1983	 1019	 1019	    0
03-18-1983	    0	    0	    0
03-19-1983	    0	    0	    0
03-20-1983	    0	    0	    0
03-21-1983	  961	  961	    0
03-22-1983	    0	    0	    0
03-23-1983	    0	    0	    0
03-24-1983	  973	  973	    0
03-25-1983	    0	    0	    0
03-26-1983	    0	    0	    0
03-27-1983	    0	    0	    0
03-28-1983	 2664	 2664	    0
03-29-1983	    0	    0	    0
03-30-1983	    0	    0	    0
03-31-1983	    0	    0	    0
04-01-1983	 1019	 1019	    0
04-02-1983	    0	    0	    0
04-03-1983	    0	    0	    0
04-04-1983	 1042	 1042	    0
04-05-1983	    0	    0	    0
04-06-1983	    0	    0	    0
04-07-1983	    0	    0	    0
04-08-1983	    0	    0	    0
04-09-1983	    0	    0	    0
04-10-1983	    0	    0	    0
04-11-1983	    0	    0	    0
04-12-1983	 1030	 1030	    0
04-13-1983	    0	    0	    0
04-14-1983	    0	    0	    0
04-15-1983	  903	  903	    0
04-16-1983	    0	    0	    0
04-17-1983	    0	    0	    0
04-18-1983	 1065	 1065	    0
04-19-1983	 3301	 3301	    0
04-20-1983	 3324	 3324	    0
04-21-1983	    0	    0	    0
04-22-1983	 2351	 2351	    0
04-23-1983	    0	    0	    0
04-24-1983	    0	    0	    0
04-25-1983	 2235	 2235	    0
04-26-1983	    0	    0	    0
04-27-1983	    0	    0	    0
04-28-1983	    0	    0	    0
04-29-1983	  741	  741	    0
04-30-1983	    0	    0	    0
05-01-1983	    0	    0	    0
05-02-1983	  961	  961	    0
05-03-1983	    0	    0	    0
05-04-1983	    0	    0	    0
05-05-1983	    0	    0	    0
05-06-1983	  752	  752	    0
05-07-1983	    0	    0	    0
05-08-1983	    0	    0	    0
05-09-1983	  973	  973	    0
05-10-1983	    0	    0	    0
05-11-1983	    0	    0	    0
05-12-1983	    0	    0	    0
05-13-1983	 2617	 2617	    0
05-14-1983	    0	    0	    0
05-15-1983	    0	    0	    0
05-16-1983	    0	    0	    0
05-17-1983	  949	  949	    0
05-18-1983	    0	    0	    0
05-19-1983	    0	    0	    0
05-20-1983	  880	  880	    0
05-21-1983	    0	    0	    0
05-22-1983	    0	    0	    0
05-23-1983	 3973	 3973	    0
05-24-1983	    0	    0	    0
05-25-1983	    0	    0	    0
05-26-1983	    0	    0	    0
05-27-1983	 3822	 3822	    0
05-28-1983	 3961	 3961	    0
05-29-1983	 3845	 3845	    0
05-30-1983	 9394	 9394	    0
05-31-1983	 9938	 9938	    0
06-01-1983	 9764	 9764	    0
06-02-1983	 9625	 9625	    0
06-03-1983	 9544	 9544	    0
06-04-1983	 6231	 6231	    0
06-05-1983	 5050	 5050	    0
06-06-1983	 8608	 8608	    0
06-07-1983	 8548	 8548	    0
06-08-1983	 7923	 7923	    0
06-09-1983	 9139	 9139	    0
06-10-1983	 7621	 7621	    0
06-11-1983	 5212	 5212	    0
06-12-1983	 5073	 5073	    0
06-13-1983	 7575	 7575	    0
06-14-1983	 7517	 7517	    0
06-15-1983	 7460	 7460	    0
06-16-1983	 7599	 7599	    0
06-17-1983	 7680	 7680	    0
06-18-1983	 3729	 3729	    0
06-19-1983	 3846	 3846	    0
06-20-1983	 8328	 8328	    0
06-21-1983	 8410	 8410	    0
06-22-1983	 8433	 8433	    0
06-23-1983	 8467	 8467	    0
06-24-1983	 8629	 8629	    0
06-25-1983	 6197	 6197	    0
06-26-1983	 5166	 5166	    0
06-27-1983	 8722	 8722	    0
06-28-1983	 8571	 8571	    0
06-29-1983	 8712	 8712	    0
06-30-1983	 8525	 8525	    0
07-01-1983	 8699	 8699	    0
07-02-1983	 5270	 5270	    0
07-03-1983	 5409	 5409	    0
07-04-1983	 5316	 5316	    0
07-05-1983	 8745	 8745	    0
07-06-1983	 8363	 8363	    0
07-07-1983	 6567	 6567	    0
07-08-1983	 8050	 8050	    0
07-09-1983	 7193	 7193	    0
07-10-1983	 5235	 5235	    0
07-11-1983	 8664	 8664	    0
07-12-1983	 9092	 9092	    0
07-13-1983	 9000	 9000	    0
07-14-1983	 9011	 9011	    0
07-15-1983	 9011	 9011	    0
07-16-1983	 4378	 4378	    0
07-17-1983	 4563	 4563	    0
07-18-1983	 8757	 8757	    0
07-19-1983	10019	10019	    0
07-20-1983	10100	10100	    0
07-21-1983	 9614	 9614	    0
07-22-1983	10263	10263	    0
07-23-1983	 7969	 7969	    0
07-24-1983	 6545	 6545	    0
07-25-1983	 8873	 8873	    0
07-26-1983	 9058	 9058	    0
07-27-1983	 9070	 9070	    0
07-28-1983	 9047	 9047	    0
07-29-1983	 9069	 9069	    0
07-30-1983	 7309	 7309	    0
07-31-1983	 7367	 7367	    0
08-01-1983	10494	10494	    0
08-02-1983	10668	10668	    0
08-03-1983	10772	10772	    0
08-04-1983	10911	10911	    0
08-05-1983	 9475	 9475	    0
08-06-1983	 7471	 7471	    0
08-07-1983	 7459	 7459	    0
08-08-1983	10842	10842	    0
08-09-1983	11525	11525	    0
08-10-1983	11977	11977	    0
08-11-1983	10413	10413	    0
08-12-1983	11977	11977	    0
08-13-1983	 7760	 7760	    0
08-14-1983	 7888	 7888	    0
08-15-1983	11374	11374	    0
08-16-1983	11537	11537	    0
08-17-1983	11884	11884	    0
08-18-1983	11907	11907	    0
08-19-1983	11618	11618	    0
08-20-1983	 9880	 9880	    0
08-21-1983	 9706	 9706	    0
08-22-1983	11803	11803	    0
08-23-1983	13181	13181	    0
08-24-1983	12984	12984	    0
08-25-1983	13714	13714	    0
08-26-1983	13402	13402	    0
08-27-1983	10390	10390	    0
08-28-1983	 6742	 6742	    0
08-29-1983	10217	10217	    0
08-30-1983	 8826	 8826	    0
08-31-1983	 8791	 8791	    0
09-01-1983	 7737	 7737	    0
09-02-1983	 6603	 6603	    0
09-03-1983	 5235	 5235	    0
09-04-1983	 4251	 4251	    0
09-05-1983	 4355	 4355	    0
09-06-1983	 9313	 9313	    0
09-07-1983	 9475	 9475	    0
09-08-1983	 9394	 9394	    0
09-09-1983	 8861	 8861	    0
09-10-1983	 6070	 6070	    0
09-11-1983	 4598	 4598	    0
09-12-1983	 7077	 7077	    0
09-13-1983	 6637	 6637	    0
09-14-1983	 6556	 6556	    0
09-15-1983	 4529	 4529	    0
09-16-1983	 6799	 6799	    0
09-17-1983	 5791	 5791	    0
09-18-1983	 5722	 5722	    0
09-19-1983	 4366	 4366	    0
09-20-1983	 4343	 4343	    0
09-21-1983	 3428	 3428	    0
09-22-1983	 3266	 3266	    0
09-23-1983	 2142	 2142	    0
09-24-1983	 2258	 2258	    0
09-25-1983	 2200	 2200	    0
09-26-1983	 2837	 2837	    0
09-27-1983	 3463	 3463	    0
09-28-1983	 2178	 2178	    0
09-29-1983	 2166	 2166	    0
09-30-1983	 2294	 2294	    0
10-01-1983	 2247	 2247	    0
10-02-1983	 2108	 2108	    0
10-03-1983	 8062	 8062	    0
10-04-1983	 5282	 5282	    0
10-05-1983	 3926	 3926	    0
10-06-1983	 3648	 3648	    0
10-07-1983	 3868	 3868	    0
10-08-1983	 3440	 3440	    0
10-09-1983	 3220	 3220	    0
10-10-1983	 3336	 3336	    0
10-11-1983	 4112	 4112	    0
10-12-1983	 3602	 3602	    0
10-13-1983	 5965	 5965	    0
10-14-1983	 6011	 6011	    0
10-15-1983	 1505	 1505	    0
10-16-1983	 1262	 1262	    0
10-17-1983	 1969	 1969	    0
10-18-1983	 1355	 1355	    0
10-19-1983	 4031	 4031	    0
10-20-1983	 3231	 3231	    0
10-21-1983	 1181	 1181	    0
10-22-1983	    0	    0	    0
10-23-1983	    0	    0	    0
10-24-1983	  556	  556	    0
10-25-1983	  474	  474	    0
10-26-1983	 2733	 2733	    0
10-27-1983	 2560	 2560	    0
10-28-1983	 2548	 2548	    0
10-29-1983	  474	  474	    0
10-30-1983	  533	  533	    0
10-31-1983	 2073	 2073	    0
11-01-1983	 2085	 2085	    0
11-02-1983	 2953	 2953	    0
11-03-1983	 2930	 2930	    0
11-04-1983	 3162	 3162	    0
11-05-1983	 3556	 3556	    0
11-06-1983	 1216	 1216	    0
11-07-1983	 5653	 5653	    0
11-08-1983	 5490	 5490	    0
11-09-1983	 5606	 5606	    0
11-10-1983	 8224	 8224	    0
11-11-1983	 8536	 8536	    0
11-12-1983	 5316	 5316	    0
11-13-1983	 2617	 2617	    0
11-14-1983	 4922	 4922	    0
11-15-1983	 4703	 4703	    0
11-16-1983	 5004	 5004	    0
11-17-1983	 5016	 5016	    0
11-18-1983	 2166	 2166	    0
11-19-1983	  973	  973	    0
11-20-1983	 1007	 1007	    0
11-21-1983	 4957	 4957	    0
11-22-1983	 3359	 3359	    0
11-23-1983	 2745	 2745	    0
11-24-1983	 2745	 2745	    0
11-25-1983	 2745	 2745	    0
11-26-1983	 1007	 1007	    0
11-27-1983	 1019	 1019	    0
11-28-1983	 1019	 1019	    0
11-29-1983	 1621	 1621	    0
11-30-1983	 3579	 3579	    0
12-01-1983	 3185	 3185	    0
12-02-1983	 3266	 3266	    0
12-03-1983	  868	  868	    0
12-04-1983	    0	    0	    0
12-05-1983	   81	   81	    0
12-06-1983	 8571	 8571	    0
12-07-1983	 9950	 9950	    0
12-08-1983	 5282	 5282	    0
12-09-1983	 5074	 5074	    0
12-10-1983	 4066	 4066	    0
12-11-1983	 2965	 2965	    0
12-12-1983	 4668	 4668	    0
12-13-1983	 4517	 4517	    0
12-14-1983	 4517	 4517	    0
12-15-1983	 4841	 4841	    0
12-16-1983	 4621	 4621	    0
12-17-1983	 4181	 4181	    0
12-18-1983	 4691	 4691	    0
12-19-1983	 7205	 7205	    0
12-20-1983	 8722	 8722	    0
12-21-1983	 4795	 4795	    0
12-22-1983	 6741	 6741	    0
12-23-1983	 5710	 5710	    0
12-24-1983	13656	13656	    0
12-25-1983	18359	18359	    0
12-26-1983	18209	18209	    0
12-27-1983	15359	15359	    0
12-28-1983	 2664	 2664	    0
12-29-1983	12892	12892	    0
12-30-1983	17270	17270	    0
12-31-1983	11652	11652	    0
01-01-1984	 1575	 1575	    0
01-02-1984	 1656	 1656	    0
01-03-1984	 4691	 4691	    0
01-04-1984	 5571	 5571	    0
01-05-1984	 5224	 5224	    0
01-06-1984	 5606	 5606	    0
01-07-1984	 2907	 2907	    0
01-08-1984	 1841	 1841	    0
01-09-1984	 3880	 3880	    0
01-10-1984	 6683	 6683	    0
01-11-1984	 5305	 5305	    0
01-12-1984	 5293	 5293	    0
01-13-1984	 4101	 4101	    0
01-14-1984	 2919	 2919	    0
01-15-1984	 1784	 1784	    0
01-16-1984	 4008	 4008	    0
01-17-1984	 2294	 2294	    0
01-18-1984	 4749	 4749	    0
01-19-1984	 7344	 7344	    0
01-20-1984	 8606	 8606	    0
01-21-1984	 5919	 5919	    0
01-22-1984	 4193	 4193	    0
01-23-1984	 4193	 4193	    0
01-24-1984	  417	  417	    0
01-25-1984	    0	    0	    0
01-26-1984	 2792	 2792	    0
01-27-1984	 1471	 1471	    0
01-28-1984	    0	    0	    0
01-29-1984	    0	    0	    0
01-30-1984	 7772	 7772	    0
01-31-1984	 7147	 7147	    0
02-01-1984	 7112	 7112	    0
02-02-1984	 7182	 7182	    0
02-03-1984	 7135	 7135	    0
02-04-1984	 4865	 4865	    0
02-05-1984	 3521	 3521	    0
02-06-1984	 7425	 7425	    0
02-07-1984	 3823	 3823	    0
02-08-1984	 3637	 3637	    0
02-09-1984	 1795	 1795	    0
02-10-1984	 1726	 1726	    0
02-11-1984	 1853	 1853	    0
02-12-1984	 1749	 1749	    0
02-13-1984	 3568	 3568	    0
02-14-1984	 2062	 2062	    0
02-15-1984	    0	    0	    0
02-16-1984	    0	    0	    0
02-17-1984	    0	    0	    0
02-18-1984	    0	    0	    0
02-19-1984	    0	    0	    0
02-20-1984	 1100	 1100	    0
02-21-1984	 1019	 1019	    0
02-22-1984	 1124	 1124	    0
02-23-1984	  996	  996	    0
02-24-1984	  996	  996	    0
02-25-1984	  996	  996	    0
02-26-1984	 1043	 1043	    0
02-27-1984	 7958	 7958	    0
02-28-1984	 8653	 8653	    0
02-29-1984	 4077	 4077	    0
03-01-1984	 2166	 2166	    0
03-02-1984	 2085	 2085	    0
03-03-1984	 3568	 3568	    0
03-04-1984	 3382	 3382	    0
03-05-1984	 7576	 7576	    0
03-06-1984	 7402	 7402	    0
03-07-1984	 6058	 6058	    0
03-08-1984	 6093	 6093	    0
03-09-1984	 6162	 6162	    0
03-10-1984	 3915	 3915	    0
03-11-1984	 1981	 1981	    0
03-12-1984	 3116	 3116	    0
03-13-1984	 3046	 3046	    0
03-14-1984	 3093	 3093	    0
03-15-1984	 2792	 2792	    0
03-16-1984	 3139	 3139	    0
03-17-1984	 1772	 1772	    0
03-18-1984	 2027	 2027	    0
03-19-1984	 3023	 3023	    0
03-20-1984	 7031	 7031	    0
03-21-1984	 4668	 4668	    0
03-22-1984	 3359	 3359	    0
03-23-1984	 1761	 1761	    0
03-24-1984	    0	    0	    0
03-25-1984	    0	    0	    0
03-26-1984	 1726	 1726	    0
03-27-1984	 2027	 2027	    0
03-28-1984	 2085	 2085	    0
03-29-1984	 7159	 7159	    0
03-30-1984	 2421	 2421	    0
03-31-1984	    0	    0	    0
04-01-1984	 1077	 1077	    0
04-02-1984	 1911	 1911	    0
04-03-1984	 1367	 1367	    0
04-04-1984	 1309	 1309	    0
04-05-1984	 3707	 3707	    0
04-06-1984	 1031	 1031	    0
04-07-1984	    0	    0	    0
04-08-1984	    0	    0	    0
04-09-1984	 6406	 6406	    0
04-10-1984	 1436	 1436	    0
04-11-1984	 1842	 1842	    0
04-12-1984	 1633	 1633	    0
04-13-1984	    0	    0	    0
04-14-1984	    0	    0	    0
04-15-1984	    0	    0	    0
04-16-1984	    0	    0	    0
04-17-1984	  927	  927	    0
04-18-1984	    0	    0	    0
04-19-1984	    0	    0	    0
04-20-1984	    0	    0	    0
04-21-1984	    0	    0	    0
04-22-1984	    0	    0	    0
04-23-1984	    0	    0	    0
04-24-1984	    0	    0	    0
04-25-1984	  151	  151	    0
04-26-1984	 1471	 1471	    0
04-27-1984	    0	    0	    0
04-28-1984	    0	    0	    0
04-29-1984	    0	    0	    0
04-30-1984	  927	  927	    0
05-01-1984	    0	    0	    0
05-02-1984	    0	    0	    0
05-03-1984	    0	    0	    0
05-04-1984	    0	    0	    0
05-05-1984	    0	    0	    0
05-06-1984	    0	    0	    0
05-07-1984	    0	    0	    0
05-08-1984	 2479	 2479	    0
05-09-1984	 6985	 6985	    0
05-10-1984	    0	    0	    0
